chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,origin_sample,LABEL
0.6137335,0.010949367,2691.515240093366,2374.3606548908288,5350.511585582386,0.14601828835227273,-298.86877,82.156334,-31.22013,7.5724225,6.443561,15.86051,-15.013845,6.798437,1.478723,5.347794,-8.615154,2.3764932,-1.3357968,4.1191564,-1.4557773,3.2939467,-7.0305343,-1.5603149,-4.895362,-0.52767116,extracted_segment_biden_AI,NEW_FAKE
0.59718955,0.007907072,2109.4324910489436,2155.21175531412,4111.373623934659,0.11057350852272728,-360.64453,116.12444,-22.809547,6.2862716,17.29466,13.776721,-14.948879,4.27252,2.59103,5.4268885,-5.0305943,4.0149207,-1.2569642,7.1168933,-2.896746,4.2086835,-4.4636164,-0.9899216,-4.41403,-0.8143808,extracted_segment_biden_AI,NEW_FAKE
0.5309372,0.009322203,2187.1689024129273,2163.3023744807024,4266.510564630682,0.11374733664772728,-340.1163,106.55193,-33.076775,-3.166327,13.107981,19.051949,-13.322723,4.662918,5.5047994,8.874126,-1.916219,-0.4923888,-0.59241796,3.4662275,-0.98187524,4.009766,-5.1787653,-2.5310774,-3.5029027,1.1244799,extracted_segment_biden_AI,NEW_FAKE
0.5228248,0.0063496646,1914.4986558735102,2004.8540186013154,3654.7718394886365,0.09318403764204546,-377.40964,120.23168,-28.009686,10.185528,9.876288,16.451971,-7.347015,1.9103814,2.3989942,13.288138,-0.6547673,4.120383,-0.53912634,3.9087267,0.61934346,4.2008967,-4.749662,-3.1598632,-1.9426013,-0.3415653,extracted_segment_biden_AI,NEW_FAKE
0.45155376,0.017541671,2017.1137362015595,2147.291995423826,3756.8098588423295,0.1141357421875,-354.51297,119.561005,7.319261,20.215715,14.058853,0.51383895,-3.215383,-5.12268,-8.616151,2.6576014,-5.7492037,2.5679767,0.99580157,1.433562,-0.3315399,4.578103,-7.279471,-2.7732959,-6.002243,1.4206432,extracted_segment_biden_AI,NEW_FAKE
0.54207736,0.003966517,1349.2590109358587,1900.063334658817,2651.275634765625,0.049005681818181816,-444.57715,148.69241,-5.498953,18.387367,14.054751,5.270087,-1.5826268,5.2135444,-4.9497447,7.434358,-2.8223643,6.0378056,2.4529734,4.239889,-3.318934,-0.45576003,-6.8429255,-1.3332957,-4.5104175,-0.53146416,extracted_segment_biden_AI,NEW_FAKE
0.3471127,0.045936223,1782.7822090594038,1788.1672060048616,3032.7559037642045,0.09246271306818182,-257.24133,125.330574,-12.912876,22.951494,17.75837,5.168403,-5.7420588,-17.913443,-15.434796,5.2824306,-9.555976,-5.156019,-6.8302746,-4.463661,-9.641872,-4.938712,-10.797463,-4.299603,-9.733619,2.3035448,extracted_segment_biden_AI,NEW_FAKE
0.50306904,0.0061494648,953.7691873383698,1311.0511499652894,1879.995450106534,0.038385564630681816,-472.2202,181.59149,-11.219077,12.009777,33.71824,-1.2594829,0.62841344,4.4449406,-4.2503085,2.3644104,-0.9643314,-1.7157445,4.922874,4.862301,-3.7493207,-2.3187056,-3.0243797,-2.296383,-5.343094,-0.9456534,extracted_segment_biden_AI,NEW_FAKE
0.4896364,0.012257984,1399.9646961362866,1406.4058553456273,2582.2715065696025,0.075927734375,-424.12207,141.43465,1.6422592,17.847666,22.164162,6.185226,-0.3925129,0.89235055,-10.548727,-0.86950475,-0.5674826,-0.3675042,3.763037,4.5300508,-2.7393572,0.0215748,-1.6226205,-4.330389,-3.7720137,0.8638975,extracted_segment_biden_AI,NEW_FAKE
0.22026634,0.055069543,1453.5800126587349,1696.8497116673161,2756.7393909801135,0.053056196732954544,-282.855,128.98029,-18.057901,33.09678,27.812468,4.2807803,-18.589474,-17.844223,-14.592556,3.0512886,-16.237432,-8.658568,-6.679767,-6.137701,-2.0581825,-2.0305665,-14.325479,1.6007321,-2.2389367,-0.74402326,extracted_segment_biden_AI,NEW_FAKE
0.3918481,0.028436875,1414.6484733274103,1675.9980011526254,2551.439874822443,0.07175514914772728,-337.61435,148.27263,-2.7025893,16.239965,11.156398,-3.7717803,-12.779082,-7.4282613,-11.342609,0.01050181,3.2091658,7.390218,1.3574811,-1.2397124,-1.2487489,-1.4429986,-7.463705,-4.915902,-3.0167036,0.76275533,extracted_segment_biden_AI,NEW_FAKE
0.49458995,0.037184577,2889.0031111699363,2373.356903151803,5509.318958629261,0.17138671875,-209.53246,64.82662,-31.49621,8.503262,4.458479,12.513015,-18.391376,-2.8647604,-6.416641,5.0920954,-2.2872508,5.995958,-4.675864,1.7185695,-0.64334697,2.306508,-6.291789,-3.7540581,-4.4301867,0.85730034,extracted_segment_biden_AI,NEW_FAKE
0.52350146,0.031023132,2509.5049133986854,2207.4025465334907,4838.119229403409,0.15203302556818182,-202.5212,81.247284,-52.90975,-9.257459,-5.1630106,7.4954433,-11.130512,4.8053594,-2.3590624,7.5414886,-0.57055765,6.0284452,-4.3304973,2.0696936,-2.0211732,0.8675718,-5.125667,0.46639404,-3.131893,1.883757,extracted_segment_biden_AI,NEW_FAKE
0.6272674,0.023605244,2539.730237249996,2155.5769683089507,4712.101052024148,0.16121049360795456,-209.90636,78.84184,-58.480003,-4.5150557,-6.4302874,10.066209,-9.893971,6.1930666,1.2509764,6.236269,2.0809445,5.079207,-4.5930634,0.9905359,-1.0437783,0.9890838,-3.4499838,-0.16366772,-3.1658628,0.021234829,extracted_segment_biden_AI,NEW_FAKE
0.6849346,0.018303452,2657.218102070568,2265.772117723372,5084.282892400568,0.16790216619318182,-220.61864,73.855896,-58.52743,-8.301922,-1.4415781,12.831063,-4.953947,10.175736,-0.8463406,6.769989,-0.85295874,4.7252607,-3.1157699,2.7857556,-1.5778217,2.4592156,-2.2577944,2.085554,-3.98034,0.013664571,extracted_segment_biden_AI,NEW_FAKE
0.69310963,0.01466103,2546.7949432210753,2147.4011228737454,4691.791326349432,0.16790216619318182,-235.90985,79.78723,-59.840855,-0.262495,-2.9656427,11.511206,-5.5487337,11.763035,0.97690356,5.946251,-0.6060268,4.731789,-3.5543413,2.7258847,-2.6222842,0.56024015,-3.3855903,1.6878716,-3.346987,0.51119775,extracted_segment_biden_AI,NEW_FAKE
0.68332386,0.012923967,2550.7930554697746,2149.877795965895,4659.246826171875,0.1673916903409091,-243.34761,79.86064,-59.446865,1.3845556,-2.8185072,9.566527,-4.596657,9.7954235,3.1798754,3.192148,0.7431082,4.323366,-2.1801405,3.2184103,-2.0471187,-0.046738934,-4.02198,1.4526086,-4.10622,-0.09514835,extracted_segment_biden_AI,NEW_FAKE
0.41496068,0.03605051,1996.4790543064012,1890.131990472431,3729.6486594460225,0.10459206321022728,-297.4657,110.662766,-24.65656,42.346584,14.500381,3.310144,-10.840652,-17.363527,-14.418479,10.639276,-22.904657,-3.1565986,2.4536269,-8.212048,3.4715645,2.000328,-12.225719,1.9216919,-2.9966002,-1.4930843,extracted_segment_biden_AI,NEW_FAKE
0.35769597,0.040523447,1390.8383134874164,1718.0479137249097,2738.631924715909,0.05494273792613636,-312.0202,141.16277,-15.561526,33.415596,24.324919,-1.8729919,-14.834563,-5.7461057,-11.341262,-1.9467564,-8.634326,1.5240407,-5.41556,-5.775877,-10.735269,0.18604304,-6.2712417,-5.619382,-2.934166,4.872836,extracted_segment_biden_AI,NEW_FAKE
0.3032427,0.04725103,1721.9043855110153,1745.0529427158683,3013.9143510298295,0.07428533380681818,-266.9484,123.46826,-32.850166,40.648403,23.819098,-11.74733,-15.579559,-0.43036604,-11.503943,-0.3223894,-13.441137,0.64566684,-0.7386345,-6.524753,-12.851406,2.4176087,-7.880812,-5.345381,-3.948343,2.961849,extracted_segment_biden_AI,NEW_FAKE
0.27315897,0.050585046,1374.5143753328773,1553.1428253280644,2540.673273259943,0.054132634943181816,-290.49277,140.41168,-29.093163,43.465683,41.05098,-13.765338,-13.073813,-8.087867,-17.907907,-3.4511957,-14.618073,-7.402182,-2.5192523,3.1100929,-14.068683,-1.1116973,-3.8658743,-5.660655,-5.125606,2.3440082,extracted_segment_biden_AI,NEW_FAKE
0.43725693,0.011920792,2033.8713179808308,1923.7588100616506,3606.8115234375,0.11672141335227272,-378.04553,111.263275,-7.0016356,43.516514,9.550652,9.275456,-3.064123,-4.301377,-0.45430994,3.0368652,-10.449378,0.9722906,1.0640987,2.189047,-1.9763001,1.5417851,-5.0356183,-1.4787256,-1.8634849,-0.35415655,extracted_segment_biden_AI,NEW_FAKE
0.44215396,0.024731182,1635.748047748373,1425.762980667116,2793.688409978693,0.10959694602272728,-275.14368,153.99315,-75.85086,8.843486,-15.491974,10.160836,8.844765,-3.8587554,1.6535875,6.5657682,-1.6901463,-2.2706957,-0.17239885,9.219951,-3.4424195,1.390377,1.458175,1.3351992,-2.7788985,-0.2596727,extracted_segment_biden_AI,NEW_FAKE
0.43347457,0.016817585,1455.7788083465916,1261.466811105511,2614.0819202769885,0.09564763849431818,-317.90118,185.9575,-86.30002,29.96491,-28.058508,11.998997,8.126137,-8.829792,6.4005814,1.3045558,9.795594,0.6824626,-4.672391,7.0658994,-3.0421526,0.57312065,5.7731304,-0.93626076,3.5012662,-3.6666503,extracted_segment_biden_AI,NEW_FAKE
0.35735345,0.0104150055,1567.3732737913444,1473.0434269296622,2840.1805530894885,0.08738014914772728,-398.1716,151.85936,-48.034164,29.938013,-0.07027162,15.461352,-4.343524,-1.952589,6.3192005,-2.8046327,8.138528,1.5581958,1.8060696,7.7422595,-0.15765676,2.994676,0.20024937,-6.545108,-2.8974543,2.8029428,extracted_segment_biden_AI,NEW_FAKE
0.36172011,0.034962486,1599.5897725572222,1589.4778211287455,2735.4508833451705,0.08904474431818182,-292.19403,147.69841,-27.731922,9.914227,1.3569343,3.5123549,-8.0735445,-3.9668107,-5.419728,3.828234,-12.027302,5.761974,2.3986025,-5.8812184,-12.72316,0.2917666,-2.7279963,3.1869864,-14.576539,2.793793,extracted_segment_biden_AI,NEW_FAKE
0.30179152,0.04701109,1478.275686922217,1707.752853651867,2695.0761274857955,0.06265536221590909,-273.66916,142.23552,-24.503143,21.296022,27.176123,-5.625079,-16.012745,-10.822271,-15.519391,-0.97839606,-6.8263564,6.3628707,-0.8149237,-7.021257,-4.3238463,5.55303,-10.1757555,-5.104189,-11.850174,5.1907277,extracted_segment_biden_AI,NEW_FAKE
0.4730528,0.027133463,1941.8944211663731,2201.8389345167043,3877.6894309303975,0.08412863991477272,-318.68262,112.563156,-22.378172,4.0757885,9.324721,-6.6076446,7.1627965,7.2638917,1.5102799,4.088123,-8.130985,4.432511,1.2835816,4.889401,0.4103007,5.3220677,-6.19578,-0.2810755,-4.15531,1.0512217,extracted_segment_biden_AI,NEW_FAKE
0.3524525,0.05391146,2845.286897489715,2472.744021390573,5543.821022727273,0.15366432883522727,-227.40967,60.33689,-24.397589,13.241544,-10.03347,-11.191784,4.502052,0.4350618,-1.089482,3.0868416,-20.163805,7.0226774,-1.4453614,3.5941315,12.055615,5.944376,2.0974495,1.9872289,-7.631838,6.92123,extracted_segment_biden_AI,NEW_FAKE
0.48306075,0.058814768,2429.8652649835817,2329.427559515662,4920.092218572443,0.13020463423295456,-265.0778,81.420586,-28.430805,-7.825805,-7.031795,21.0373,6.491605,3.0612442,-2.7828918,17.711504,-16.151875,2.7513144,-6.318378,7.1123576,8.738222,9.50245,-10.258747,-12.427436,-7.0310445,0.690811,extracted_segment_biden_AI,NEW_FAKE
0.42741105,0.027871668,1396.8243291900071,1679.3982086097897,2688.2246537642045,0.06438654119318182,-349.13092,136.08693,-15.782425,33.979786,29.249336,-6.43531,0.03833352,-0.2144072,-7.5944734,2.0995057,-11.39076,-1.556074,2.1838777,-3.0481277,-2.1444876,1.9047333,-7.8397937,-1.9624791,-2.541593,0.5286286,extracted_segment_biden_AI,NEW_FAKE
0.4076711,0.029681124,1247.8673378154924,1569.9308964947245,2327.7881969105115,0.052412553267045456,-354.0545,148.19331,-13.881744,24.973417,27.65786,1.3696246,-1.2361213,-4.9852014,-12.62428,1.2138674,-6.123918,-1.390295,3.36623,0.55125767,-6.268305,-0.5369778,-4.3345733,-4.5181103,-3.2459495,2.859018,extracted_segment_biden_AI,NEW_FAKE
0.3380561,0.038470432,1399.9637118784228,1841.117902057661,2870.0334028764205,0.04897238991477273,-313.02896,140.19365,-4.0657964,31.170595,31.249361,1.9764766,-7.1391525,-1.4532189,-7.196237,-2.3180156,-10.211297,3.5985131,-2.8583243,-6.090228,-4.4442425,0.05752028,-7.9098973,-3.0865874,-0.8036005,3.75558,extracted_segment_biden_AI,NEW_FAKE
0.30693668,0.045096137,2797.64791373294,2039.5473463949963,4659.491521661932,0.1869784268465909,-208.68446,57.239315,-45.463352,33.702118,-5.4751964,-12.067044,-14.398474,-9.14346,4.6511974,15.727256,-8.141331,10.133413,7.818802,7.854411,-4.9232736,3.7364182,-0.7530697,3.0565538,-3.7272959,4.3746867,extracted_segment_biden_AI,NEW_FAKE
0.38029706,0.039228644,1493.85770569984,1784.991353427364,2511.7992054332385,0.07335316051136363,-309.04984,133.67833,-14.879055,8.240226,8.888337,1.6395962,-20.59702,-5.870238,-8.097843,10.223762,-8.001955,4.151218,1.6141877,6.2716293,-5.050864,1.9426894,0.18349959,-10.7154,-5.6054,2.5694032,extracted_segment_biden_AI,NEW_FAKE
0.35665095,0.04196053,1432.0454848534503,1706.4273358631303,2513.5120738636365,0.07084517045454546,-281.11362,145.92024,-17.273186,15.701563,19.94207,-2.2764082,-8.717315,-11.398934,-14.54264,0.4174628,-12.235177,1.2587935,-5.3416867,-5.684295,-6.324977,1.866109,-10.197554,-2.5208166,-7.377321,0.4857097,extracted_segment_biden_AI,NEW_FAKE
0.21015416,0.06461238,2419.5889622067875,2386.524869188644,4906.389271129261,0.11083984375,-233.98012,77.09855,-19.865303,-3.5993898,2.391752,-7.706332,-9.086458,13.911441,-10.809528,4.7737966,-7.015028,5.311884,6.823326,15.211447,-1.1617163,15.412628,-2.1137333,2.925297,-6.212079,-11.687168,extracted_segment_biden_AI,NEW_FAKE
0.36071315,0.030670512,1554.308745811998,1813.2425060654168,2679.9050071022725,0.08187588778409091,-327.89825,138.45874,-24.696516,0.20131494,18.458443,2.6347263,-7.22243,0.028822357,-4.115259,12.423304,-9.930144,-0.26503614,-0.5351846,5.2232842,0.91685337,10.905323,-10.617268,-3.3036513,-4.0473685,-8.138009,extracted_segment_biden_AI,NEW_FAKE
0.28992477,0.045648,1881.1980842676326,1684.158351201623,3148.7415660511365,0.11301491477272728,-280.7261,123.70332,-18.216436,31.609308,23.943789,-0.40194222,-12.299713,-18.460548,-7.2625732,2.160956,-12.948278,-0.82755923,-6.622397,-3.0969765,-9.475628,-0.57219374,-7.22507,-3.2996175,-3.0372887,5.54256,extracted_segment_biden_AI,NEW_FAKE
0.3023353,0.04412958,1566.7073296748008,1686.6350903540135,2737.163751775568,0.07796963778409091,-292.6689,135.80565,-10.896405,27.492126,13.645003,-9.647858,-1.1036009,-2.5609913,-12.160796,-1.754963,-14.784744,-0.2402013,-6.8116994,-8.003638,-4.697715,-2.7213945,-6.2582593,-0.72280335,-8.388452,3.709732,extracted_segment_biden_AI,NEW_FAKE
0.27838835,0.05046302,1160.603267856924,1670.5306323186499,2299.267578125,0.032389322916666664,-306.49933,134.3356,-3.530548,53.83795,31.170004,-4.7005773,-18.665333,-7.7696247,-7.704107,-2.416195,-14.122602,0.10954174,-8.690499,-7.984229,-8.507276,-4.6470394,-15.341724,-6.5365095,-0.6342261,0.8269675,extracted_segment_biden_AI,NEW_FAKE
